"baseMean","log2FoldChange","lfcSE","pvalue","padj","pathway","meanNorm_sev","prev_sev","description","label"
4705.94295048139,-4.18330092566376,1.14066511489348,5.75175685996921e-05,0.00162127646490382,"GLYCOLYSIS-E-D",3810.19079375614,1,"superpathway of glycolysis and Entner-Doudoroff","superpathway of glycolysis and Entner-Doudoroff"
2558.26495725378,-2.37346305674333,0.945837423380649,0.000510531431622651,0.00639582432393932,"LIPASYN-PWY",3670.85504473008,1,"phospholipases","phospholipases"
1509.78807682631,-3.52806671452817,1.12220128162327,0.000189208400961729,0.00284443296112466,"METHGLYUT-PWY",1186.48028998436,0.944444444444444,"superpathway of methylglyoxal degradation","superpathway of methylglyoxal degradation"
3250.94164808018,-5.1415891320031,1.04358996402691,3.7842605581586e-07,3.41340302345906e-05,"P221-PWY",6345.96948860779,1,"octane oxidation","octane oxidation"
2529.86868002171,-4.29035412017485,1.20817079879674,7.54881355565603e-05,0.00200265583152992,"PROTOCATECHUATE-ORTHO-CLEAVAGE-PWY",4157.55168974899,1,"protocatechuate degradation II (ortho-cleavage pathway)","protocatechuate degradation II (ortho-cleavage pathway)"
4.40208637013789,-14.6745937447699,8.70797093975187,0.000214787866840617,0.00302716649828495,"PWY-1501",11.7772797614647,0.166666666666667,"mandelate degradation I","mandelate degradation I"
684.818826122702,-4.5375417345769,3.1879040625863,0.00315171547276031,0.028428473564298,"PWY-181",651.601528698215,0.444444444444444,"photorespiration","photorespiration"
1898.43587597039,-6.44197873639431,1.71976380122939,2.46610122707023e-05,0.0010111015030988,"PWY-5138",1901.55856783072,0.944444444444444,"unsaturated, even numbered fatty acid &beta;-oxidation","unsaturated, even numbered fatty acid &beta;-oxidation"
10.2800396146559,-13.2480215389921,8.61778271818887,0.000314637461905701,0.00406984097031397,"PWY-5178",11.0280456161934,0.166666666666667,"toluene degradation IV (aerobic) (via catechol)","toluene degradation IV (aerobic) (via catechol)"
4497.36712216127,-0.959097223677576,0.978855431929506,0.00703696576837562,0.0491602934682559,"PWY-5415",4525.36190942865,1,"catechol degradation I (meta-cleavage pathway)","catechol degradation I (meta-cleavage pathway)"
729.495250501297,-4.32855055783404,1.52052447281694,0.000315841316986671,0.00406984097031397,"PWY-5417",1275.15399430733,1,"catechol degradation III (ortho-cleavage pathway)","catechol degradation III (ortho-cleavage pathway)"
4384.0772837044,-0.996874395391289,0.98356888692322,0.00645920323228253,0.0477557484878594,"PWY-5420",4576.84596618046,1,"catechol degradation II (meta-cleavage pathway)","catechol degradation II (meta-cleavage pathway)"
729.495250501297,-4.32855055783404,1.52052447281694,0.000315841316986671,0.00406984097031397,"PWY-5431",1275.15399430733,1,"aromatic compounds degradation via &beta;-ketoadipate","aromatic compounds degradation via &beta;-ketoadipate"
318.793399111618,-24.9407600988212,3.92519365798748,4.41766412898415e-11,4.98091630542962e-09,"PWY-5507",576.658698395116,0.277777777777778,"adenosylcobalamin biosynthesis I (early cobalt insertion)","adenosylcobalamin biosynthesis I (early cobalt insertion)"
112.447607175442,-7.61440469532602,1.96452922380491,8.47439427242014e-06,0.000477743977107686,"PWY-5647",500.020513803861,0.555555555555556,"2-nitrobenzoate degradation I","2-nitrobenzoate degradation I"
732.430739280453,-3.34527995956237,1.44241287195575,0.000809885488395531,0.00913145888165961,"PWY-5654",810.775629931396,0.944444444444444,"2-amino-3-carboxymuconate semialdehyde degradation to 2-oxopentenoate","2-amino-3-carboxymuconate semialdehyde degradation to 2-oxopentenoate"
1488.17948711904,-1.83939004099553,1.60408121116913,0.00698087659365686,0.0491602934682559,"PWY-5677",1045.70707710012,0.944444444444444,"succinate fermentation to butanoate","succinate fermentation to butanoate"
699.698734862132,-2.23985651599821,1.35962506295664,0.00234803807626059,0.0220617744248651,"PWY-5705",1092.52033682906,0.944444444444444,"allantoin degradation to glyoxylate III","allantoin degradation to glyoxylate III"
1563.03585620642,-4.10871640513087,1.17407178990182,8.7015874095554e-05,0.00218023106761638,"PWY-5747",1819.73139465833,1,"2-methylcitrate cycle II","2-methylcitrate cycle II"
2592.08972236326,-3.66540360308371,1.13307718991079,0.000157905490131339,0.00248051456375688,"PWY-5855",2197.89608485787,1,"ubiquinol-7 biosynthesis (prokaryotic)","ubiquinol-7 biosynthesis (prokaryotic)"
3210.85499228598,-4.3050861010878,1.03364573866206,1.27390672623581e-05,0.000638368815035944,"PWY-5920",2677.62058811788,1,"superpathway of heme biosynthesis from glycine","superpathway of heme biosynthesis from glycine"
538.935163111606,-5.36124057979353,1.7111686882321,0.000153282086514178,0.00248051456375688,"PWY-6071",928.039006673863,0.944444444444444,"superpathway of phenylethylamine degradation","superpathway of phenylethylamine degradation"
492.112937114231,-3.05504582836305,2.03513296332158,0.00358658999818685,0.0311067709458129,"PWY-6182",691.981976580782,1,"superpathway of salicylate degradation","superpathway of salicylate degradation"
381.408431986375,-2.81788440116914,2.10951039049908,0.00508727265719597,0.0388925651960851,"PWY-6185",773.464252718324,1,"4-methylcatechol degradation (ortho cleavage)","4-methylcatechol degradation (ortho cleavage)"
418.920820684843,-22.0733772303966,2.46341068147188,9.72835039899886e-20,4.38748602994848e-17,"PWY-6307",44.2103312117004,0.222222222222222,"L-tryptophan degradation X (mammalian, via tryptamine)","L-tryptophan degradation X (mammalian, via tryptamine)"
591.809861509582,-4.90089136514825,1.53735984649121,0.000151952511238369,0.00248051456375688,"PWY-6397",1449.73084420801,0.888888888888889,"mycolyl-arabinogalactan-peptidoglycan complex biosynthesis","mycolyl-arabinogalactan-peptidoglycan complex biosynthesis"
1603.91296429764,-3.53040000673484,1.82912895380578,0.00159689841403765,0.0160044707717996,"PWY-6404",2649.99483516993,0.888888888888889,"superpathway of mycolyl-arabinogalactan-peptidoglycan complex biosynthesis","superpathway of mycolyl-arabinogalactan-peptidoglycan complex biosynthesis"
390.392595426798,-3.20369349518722,2.31749830560193,0.00457478918185362,0.0368433914467139,"PWY-6421",843.382504804201,0.888888888888889,"arsenate detoxification III (mycothiol)","arsenate detoxification III (mycothiol)"
1487.74743007882,-4.49659973927212,1.47518666401341,0.000213356760265013,0.00302716649828495,"PWY-6435",1259.63266701779,1,"4-hydroxybenzoate biosynthesis V","4-hydroxybenzoate biosynthesis V"
401.969968060236,-2.42409151608943,1.18970366844179,0.00116737781546706,0.0128411559701376,"PWY-6478",292.320552177601,1,"GDP-D-glycero-&alpha;-D-manno-heptose biosynthesis","GDP-D-glycero-&alpha;-D-manno-heptose biosynthesis"
977.864679368319,-7.69964675799429,1.75339887252607,1.14340141528486e-06,8.59456730489117e-05,"PWY-6562",470.401144707061,0.833333333333333,"norspermidine biosynthesis","norspermidine biosynthesis"
569.410854973261,-25.278784108008,3.08293376781273,7.2485490021857e-17,1.63454779999288e-14,"PWY-6565",351.636060855131,0.166666666666667,"superpathway of polyamine biosynthesis III","superpathway of polyamine biosynthesis III"
513.294648417835,-7.91875101503911,1.88874400564305,2.15705440209829e-06,0.000138975933620904,"PWY-6672",871.544597309782,0.777777777777778,"cis-genanyl-CoA degradation","cis-genanyl-CoA degradation"
187.55119938835,-4.51430521272518,1.37471274556939,0.000132931486502136,0.00248051456375688,"PWY-6948",68.5518497814194,0.777777777777778,"sitosterol degradation to androstenedione","sitosterol degradation to androstenedione"
490.922520054595,-3.28371721017398,2.47365987556223,0.00508794090148341,0.0388925651960851,"PWY-7255",1478.8921559808,0.833333333333333,"ergothioneine biosynthesis I (bacteria)","ergothioneine biosynthesis I (bacteria)"
1964.50051072946,-2.65766783959476,1.39529022215806,0.00156083769928801,0.0159985864177021,"PWY-7376",2387.82428252589,1,"cob(II)yrinate a,c-diamide biosynthesis II (late cobalt incorporation)","cob(II)yrinate a,c-diamide biosynthesis II (late cobalt incorporation)"
191.184461894997,-3.46160214764227,2.62636881046565,0.00505716460409119,0.0388925651960851,"PWY-7413",57.0967242045765,0.333333333333333,"dTDP-6-deoxy-&alpha;-D-allose biosynthesis","dTDP-6-deoxy-&alpha;-D-allose biosynthesis"
220.687238341217,-3.3882675230148,2.13112409551646,0.0029971857261546,0.0275863420917495,"PWY-7874",472.429567296398,0.888888888888889,NA,"PWY-7874"
1164.68927598419,-3.61463227272062,0.955719897995336,4.51965917283696e-05,0.00135891085796631,"PWY-7900",1230.94445749523,1,NA,"PWY-7900"
136.293307878134,-5.54339780438669,2.45457607727948,0.000663935399821668,0.00767781705947621,"PWY-7913",152.336888984767,0.388888888888889,NA,"PWY-7913"
4116.46432894322,-4.35871224907777,1.15978588414503,4.42267802394093e-05,0.00135891085796631,"PWY-8004",3357.77680440049,1,NA,"PWY-8004"
652.004026755198,-5.43552512996587,2.3834741228336,0.000662720356999613,0.00767781705947621,"PWY0-1338",437.854537812226,0.666666666666667,"polymyxin resistance","polymyxin resistance"
653.505463575707,-5.46499720951634,1.68709981804169,0.000120114897965911,0.00248051456375688,"PWY0-321",1211.46604543056,0.944444444444444,"phenylacetate degradation I (aerobic)","phenylacetate degradation I (aerobic)"
1682.23774085313,-3.79115182763808,0.96912558171572,3.10059761975737e-05,0.00116530793875881,"PWY0-42",1778.21068434572,1,"2-methylcitrate cycle I","2-methylcitrate cycle I"
748.84058987372,-4.0655864519452,1.24506112041248,0.000145259343969671,0.00248051456375688,"PWY1G-0",1429.55298588505,0.944444444444444,"mycothiol biosynthesis","mycothiol biosynthesis"
589.460528490671,-4.04783455857673,2.18487792920717,0.00176746350642115,0.0173288269868683,"PWY66-388",1630.97191768151,0.777777777777778,"fatty acid &alpha;-oxidation III","fatty acid &alpha;-oxidation III"
991.98654673326,-4.04970466071984,2.09911622065769,0.00155028309710636,0.0159985864177021,"PWY66-391",2923.33405884523,0.944444444444444,"fatty acid &beta;-oxidation VI (peroxisome)","fatty acid &beta;-oxidation VI (peroxisome)"
2763.86747207964,-2.17402015358829,1.72874207741823,0.00566331064364666,0.0425692183380774,"PWY66-409",3555.3413077232,1,"superpathway of purine nucleotide salvage","superpathway of purine nucleotide salvage"
1044.54094282994,-2.42482817051271,2.04197429690611,0.00708518642003688,0.0491602934682559,"TYRFUMCAT-PWY",1206.49893975293,1,"L-tyrosine degradation I","L-tyrosine degradation I"
1447.59385731606,-4.32798372592167,1.31596941300403,0.00013477786842018,0.00248051456375688,"URSIN-PWY",2917.69442317867,1,"ureide biosynthesis","ureide biosynthesis"
